PLANT_ID,DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,INVERTER_COUNT,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,hour,minute,day_of_week,month,day_of_year,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos,is_daylight,ac_lag_15min,ac_lag_1h,ac_lag_24h,irr_lag_15min,irr_lag_1h,irr_lag_24h,rolling_ac_mean_1h,rolling_ac_mean_24h,rolling_irr_mean_1h
4135001,2020-05-15 00:00:00,0.0,0.0,0.0,143581676.0,21,25.184316133333333,22.8575074,0.0,0,0,4,5,136,0.0,1.0,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 00:00:00,0.0,0.0,48899.938095238096,14189595055.0,22,27.004763700000005,25.0607889,0.0,0,0,4,5,136,0.0,1.0,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 00:15:00,0.0,0.0,0.0,143581676.0,21,25.08458866666667,22.761667866666663,0.0,0,15,4,5,136,0.0,1.0,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 00:15:00,0.0,0.0,28401.0,14189595055.0,22,26.880811433333328,24.421868833333328,0.0,0,15,4,5,136,0.0,1.0,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 00:30:00,0.0,0.0,0.0,143581676.0,21,24.935752600000004,22.59230553333333,0.0,0,30,4,5,136,0.0,1.0,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 00:30:00,0.0,0.0,28401.0,14189595055.0,22,26.682055344827592,24.427290310344823,0.0,0,30,4,5,136,0.0,1.0,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 00:45:00,0.0,0.0,0.0,143581676.0,21,24.8461304,22.36085213333333,0.0,0,45,4,5,136,0.0,1.0,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 00:45:00,0.0,0.0,28401.0,14189595055.0,22,26.500588900000004,24.4206776,0.0,0,45,4,5,136,0.0,1.0,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 01:00:00,0.0,0.0,0.0,150761642.0,22,24.621525357142858,22.165422642857145,0.0,1,0,4,5,136,0.25881904510252074,0.9659258262890683,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 01:00:00,0.0,0.0,26516.0,14189595055.0,22,26.596148,25.088210413793107,0.0,1,0,4,5,136,0.25881904510252074,0.9659258262890683,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 01:15:00,0.0,0.0,0.0,143581676.0,21,24.5360922,21.968570866666667,0.0,1,15,4,5,136,0.25881904510252074,0.9659258262890683,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 01:15:00,0.0,0.0,18976.0,14189595055.0,22,26.512740033333333,25.31796966666667,0.0,1,15,4,5,136,0.25881904510252074,0.9659258262890683,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 01:30:00,0.0,0.0,0.0,143581676.0,21,24.638673866666664,22.352925666666668,0.0,1,30,4,5,136,0.25881904510252074,0.9659258262890683,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 01:30:00,0.0,0.0,18976.0,14189595055.0,22,26.494338966666664,25.217192533333336,0.0,1,30,4,5,136,0.25881904510252074,0.9659258262890683,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 01:45:00,0.0,0.0,0.0,150761642.0,22,24.87302233333333,23.1609192,0.0,1,45,4,5,136,0.25881904510252074,0.9659258262890683,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 01:45:00,0.0,0.0,18976.0,14189595055.0,22,26.420410206896552,25.065062310344832,0.0,1,45,4,5,136,0.25881904510252074,0.9659258262890683,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 02:00:00,0.0,0.0,0.0,143581676.0,21,24.936930466666663,23.026113,0.0,2,0,4,5,136,0.49999999999999994,0.8660254037844387,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 02:00:00,0.0,0.0,18976.0,14189595055.0,22,26.401946133333333,24.691469366666656,0.0,2,0,4,5,136,0.49999999999999994,0.8660254037844387,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 02:15:00,0.0,0.0,0.0,143581676.0,21,25.0122476,23.343229266666665,0.0,2,15,4,5,136,0.49999999999999994,0.8660254037844387,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 02:15:00,0.0,0.0,18976.0,14189595055.0,22,26.226078206896556,24.55948079310345,0.0,2,15,4,5,136,0.49999999999999994,0.8660254037844387,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 02:30:00,0.0,0.0,0.0,143581676.0,21,25.005149333333332,23.639459266666663,0.0,2,30,4,5,136,0.49999999999999994,0.8660254037844387,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 02:30:00,0.0,0.0,18976.0,14189595055.0,22,26.2603992,24.482406633333337,0.0,2,30,4,5,136,0.49999999999999994,0.8660254037844387,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 02:45:00,0.0,0.0,0.0,143581676.0,21,24.993019533333328,24.0394858,0.0,2,45,4,5,136,0.49999999999999994,0.8660254037844387,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 02:45:00,0.0,0.0,18976.0,14189595055.0,22,26.2978261,24.4886982,0.0,2,45,4,5,136,0.49999999999999994,0.8660254037844387,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 03:00:00,0.0,0.0,0.0,143581676.0,21,25.016309428571425,24.384135571428573,0.0,3,0,4,5,136,0.7071067811865476,0.7071067811865476,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 03:00:00,0.0,0.0,18976.0,14189595055.0,22,26.328249103448275,24.50628962068966,0.0,3,0,4,5,136,0.7071067811865476,0.7071067811865476,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 03:15:00,0.0,0.0,0.0,143581676.0,21,24.985215266666664,24.35150773333333,0.0,3,15,4,5,136,0.7071067811865476,0.7071067811865476,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4136001,2020-05-15 03:15:00,0.0,0.0,18976.0,14189595055.0,22,26.15870973333333,24.595197433333333,0.0,3,15,4,5,136,0.7071067811865476,0.7071067811865476,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4135001,2020-05-15 03:30:00,0.0,0.0,0.0,143581676.0,21,24.93773193333333,24.060296533333336,0.0,3,30,4,5,136,0.7071067811865476,0.7071067811865476,0.717676913675962,-0.6963762255968722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
